author_id,speaker_name,speaker_occupation,speaker_description
3792,Bruno Michel,Brain fitness advocate,"Bruno is a Distinguished Researcher and a member of the US National Academy of Engineering. He has worked to make computers more compact, efficient and powerful using bionic or bioinspired concepts bringing forth major positive impacts on the information and energy industries. He is a leading cross-disciplinary innovator both at the level of scientific breakthroughs as well as at an applied technological level. He is currently leading an effort that brings sensing, computing, and artificial or augmented intelligence much closer to humans thereby making it much more valuable and useful."
3793,Tanmay Bakshi,Cloud computing developer,"Tanmay, began coding at the age of five and is among the youngest cognitive and cloud computing developers, building applications engineered to augment human capabilities via Deep Learning. Now 14, his passion for learning and sharing about numerous topics such as Cognitive & AI, Tanmay is transforming the way technology is used to overcome obstacles in various fields; mainly, healthcare and security. This is seen through his work towards healthcare technology, which aims at extending the capabilities of the disabled, and saving lives through AI and cognitive systems."
3794, IN-Q,Poetry slam champion,"Recently named one of Oprah’s SuperSoul 100 thought leaders, IN-Q groundbreaking performances include selling out the largest one-man poetry show in Los Angeles history, being the first spoken word artist to perform with Cirque Du Soleil, and being featured on HBO's Def Poetry Jam. As a songwriter, IN-Q’s hit single “Love You Like a Love Song” by Selena Gomez went multi-platinum, winning him a BMI award. He has also written with renowned artists including Aloe Blacc, and Miley Cyrus. IN-Q writes to entertain, inspire, and challenge his audiences to look deeper into the human experience and ask questions about themselves, their environment and the world at large."
3795, The Ferocious Few,Musical outlaws,"Francisco Fernandez has been the bucking force behind his unstoppable outlaw cowboy band for the last ten years. The Ferocious Few's punkabilly roadhouse rock & roll has commanded attention everywhere they play, charging upwards from the streets of San Francisco to headlining SF's The Great American Music Hall and opening for Cyndi Lauper on her Memphis Blues tour as well as festivals such as Coachella and Lightning in a Bottle."
3812,Alan Iny,Creative thinking specialist,"As the Senior Specialist for Creativity and Scenarios, Alan Iny has trained thousands of executives and BCG consultants on how to think creatively. A member of the firm’s strategy leadership team, he has vast experience in advising companies worldwide in innovation, scenarios, transformation, organization design and change management across industries. In 2013, Iny launched “Thinking in New Boxes: A New Paradigm for Business Creativity,” written with Luc de Brabandere and published by Random House."
3813,James Curleigh,Branding visionary,"James Curleigh is the President of the Levi’s brand, where he manages the brand’s strategic direction and execution. Prior to Levi Strauss & Co., James served as the President and CEO of Keen Footwear, Inc. and was president and CEO of Salomon Sports North America. He also established and led the TaylorMade-Adidas golf division in Europe and held various leadership positions in the London office of M&M Mars."
3814,Joe Davis,Game changer,"Joe Davis is BCG's Chairman of North America and a member of the firm's Executive Committee. In his role, he oversees BCG’s operations in the United States, Canada and Mexico. He was recognized as one of Consulting magazine’s Top 25 Consultants in 2011 for excellence in the public sector."
3815,Leslie Perlow,Ethnographer,"Leslie Perlow is the Konsuke Matsushita Professor of Leadership at the Harvard Business School and author of the book, “Sleeping With Your Smartphone.” She is an ethnographer who studies what happens when organizations experience tremendous change in the workplace -- such as globalization, 24/7 technology and hyper-efficiency -- but fail to consider their implications on how people work."
3816,Michael Silverstein,Food supply strategist,"Since joining BCG in 1980, Michael Silverstein has served in a number of leadership roles, most recently as leader of BCG’s client service initiative and as a member of the firm’s Executive Committee. Michael specializes in helping large multinationals transform their companies through superior consumer insight, accelerated organic growth and M&A. He is the author and co-author of “Trading Up,” “Treasure Hunt,” “Women Want More” and “The $10 Trillion Prize” on the newly affluent class in China and India."
3817,Vishal Sikka,Algorithmic admirer,"Vishal Sikka is a member of the Executive Board of SAP AG and the Global Managing Board, leading all SAP product development and innovation. He has global responsibility for research and academic and government relations. Sikka has led the development and delivery of SAP’s breakthrough in-memory platform, SAP HANA. He is also the author of “Timeless Software,” which explores the renewal of products without disruption to customer environments."
3841,tobacco brown,Social artist,TED Resident tobacco brown is a social artist working at the public intersection of environmental art and restorative justice.
3843,Michael Rain,Digital storyteller,TED Resident Michael Rain communicates ideas through written and visual stories.
3845,Alvin Irby,Educator,"Whether speaking to barbers about early literacy, entertaining strangers at comedy clubs, or reading to kindergarteners at a local school, TED Resident Alvin Irby endeavors to make learning relevant and engaging."
3851,Jason Shen,Entrepreneur,TED Resident Jason Shen uses data and technology to help leaders identify talent.
3853,Bob Stein,Publisher,"Bob Stein has long been in the vanguard: immersed in radical politics as a young man, he grew into one of the founding fathers of new media. He’s wondering what sorts of new rituals and traditions might emerge as society expands to include increasing numbers of people in their eighties and nineties."
3854,Malika Whitley,Arts curator,"Malika Whitley is an arts curator and activist in Atlanta, Georgia."
3879,Yvette Alberdingk Thijm,Human rights activist,Yvette Alberdingk Thijm helps activists use video and technology to protect and defend human rights.
3891,Alexis Charpentier,Record digger,"Alexis Charpentier (aka Lexis from Music Is My Sanctuary) believes record collectors, music curators and DJs serve a crucial role as cultural preservationists and alternative voices to mainstream music platforms."
3892,Marily Oppezzo,Behavioral and learning scientist,Marily Oppezzo studies how the movement of the body can affect the movement of the mind.
3899,Bob Inglis,Politician,Former United States Congressman Bob Inglis promotes free enterprise action on climate change.
3901,Nina Dølvik Brochmann and Ellen Støkken Dahl,Doctor,"Nina Dølvik Brochmann, M.D. wants to empower women through good sexual education."
3913,Nilay Kulkarni,Software programmer,"Nilay Kulkarni is the co-founder and chief technical officer of Ashioto Analytics, a real-time crowd flow analysis platform."
3916,Tamekia MizLadi Smith,Performer,Tamekia MizLadi Smith wants to start new conversations around involving non-clinical staff in healthcare.
3919,Aaswath Raman,Applied physicist,"Aaswath Raman is a scientist passionate about harnessing new sources of energy, mitigating climate change and more intelligently understanding the world around us -- by better manipulating light and heat using nanoscale materials."
3921,Alex Honnold,Rock climber,"Alex Honnold is a professional rock climber whose audacious free-solo ascents of_x000D_
America's biggest cliffs have made him one of the world's most recognized climbers."
3923,Angel Hsu,Climate and data scientist,Angel Hsu is a professor and data geek who applies data-driven methods to solve challenging environmental issues.
